GEOID_2019,ST_ABBREV,TURBZNAME,TURBZCODE,TLIFENAME,TLIFECODE,TSEGNAME,households,urbanization,lifemode,segment
240253038011,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240253038012,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240253038021,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240253038031,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240253038032,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240253038033,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253038034,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240253039001,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240253041011,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253041012,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253041021,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253041022,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253041023,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240253042011,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240253042012,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253042013,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253042014,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253042015,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253042021,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253042022,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240253042023,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253042024,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253042025,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253051001,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253051002,MD,Rural,6,Cozy Country Living,6,Salt of the Earth,22,Rural,Cozy Country Living,Salt of the Earth
240253051003,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240253051004,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253052001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240253052002,MD,Rural,6,Cozy Country Living,6,Salt of the Earth,22,Rural,Cozy Country Living,Salt of the Earth
240253052003,MD,Rural,6,Rustic Outposts,10,Southern Satellites,46,Rural,Rustic Outposts,Southern Satellites
240253053001,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240253053002,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240253061001,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240253061002,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240253061003,MD,Metro Cities,3,Midtown Singles,11,Set to Impress,54,Metro Cities,Midtown Singles,Set to Impress
240253061004,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240253062001,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240253062002,MD,Semirural,5,Hometown,12,Small Town Simplicity,58,Semirural,Hometown,Small Town Simplicity
240253062003,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240253063001,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240253063002,MD,Semirural,5,Senior Styles,9,Senior Escapes,43,Semirural,Senior Styles,Senior Escapes
240253063003,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240253064001,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240253064002,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240253064003,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240253064004,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240253064005,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240253064006,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240253065001,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240253065002,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240253065003,MD,Suburban Periphery,4,Scholars and Patriots,14,Military Proximity,65,Suburban Periphery,Scholars and Patriots,Military Proximity
240276011031,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240276011032,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240276011033,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276011041,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276011042,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276011043,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276011051,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276011052,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276011053,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276011071,MD,Suburban Periphery,4,Family Landscapes,4,Home Improvement,14,Suburban Periphery,Family Landscapes,Home Improvement
240276011072,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276011081,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276011082,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276012011,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276012012,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240276012013,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240276012014,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240276012015,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276012031,MD,Suburban Periphery,4,Affluent Estates,1,Boomburbs,3,Suburban Periphery,Affluent Estates,Boomburbs
240276012032,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240276012041,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276012042,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276021001,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276021002,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276021003,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276021004,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276021005,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276021006,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276022011,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276022012,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276022021,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276022022,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240276022023,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276023021,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276023022,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276023023,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276023031,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276023032,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276023033,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276023041,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276023042,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276023043,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276023051,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276023052,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276023061,MD,Urban Periphery,2,Upscale Avenues,2,Pacific Heights,8,Urban Periphery,Upscale Avenues,Pacific Heights
240276023062,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240276026001,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240276026002,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276026003,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276027001,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240276027002,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276028001,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276028002,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276028003,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276029001,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240276029002,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276030011,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276030012,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276030013,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240276030031,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276030032,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276030041,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276030042,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276030043,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276040011,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276040012,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276040013,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276040021,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276040022,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276040023,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276040024,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276051021,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276051022,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276051023,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276051024,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276051031,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276051032,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276051041,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276051042,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276054011,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276054012,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276054013,MD,Metro Cities,3,Midtown Singles,11,Young and Restless,52,Metro Cities,Midtown Singles,Young and Restless
240276054014,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240276054021,MD,Principal Urban Center,1,Midtown Singles,11,City Strivers,51,Principal Urban Center,Midtown Singles,City Strivers
240276054022,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240276054023,MD,Principal Urban Center,1,Uptown Individuals,3,Laptops and Lattes,10,Principal Urban Center,Uptown Individuals,Laptops and Lattes
240276054024,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276055021,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276055022,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240276055023,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276055031,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240276055032,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240276055033,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276055041,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276055051,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276055052,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276056011,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276056012,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276056013,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276056014,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240276056021,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276056022,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240276056023,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240276056024,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240276066011,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240276066012,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240276066031,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240276066032,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276066033,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240276066034,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276066035,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240276066041,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276066042,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276066061,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240276066062,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276066071,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276066072,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240276067011,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276067012,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276067041,MD,Suburban Periphery,4,Upscale Avenues,2,Pleasantville,7,Suburban Periphery,Upscale Avenues,Pleasantville
240276067042,MD,Urban Periphery,2,Middle Ground,8,City Lights,33,Urban Periphery,Middle Ground,City Lights
240276067043,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276067051,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240276067061,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276067062,MD,Suburban Periphery,4,Upscale Avenues,2,Urban Chic,6,Suburban Periphery,Upscale Avenues,Urban Chic
240276067063,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276067071,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276067072,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276068031,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276068032,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276068033,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276068041,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276068042,MD,Suburban Periphery,4,Affluent Estates,1,Top Tier,1,Suburban Periphery,Affluent Estates,Top Tier
240276068051,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276068052,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276068053,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276068061,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276068062,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276068063,MD,Suburban Periphery,4,Affluent Estates,1,Professional Pride,2,Suburban Periphery,Affluent Estates,Professional Pride
240276069011,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240276069012,MD,Semirural,5,Rustic Outposts,10,Down the Road,49,Semirural,Rustic Outposts,Down the Road
240276069013,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276069014,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276069041,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240276069042,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276069043,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276069051,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240276069052,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276069053,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276069061,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276069062,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276069071,MD,Suburban Periphery,4,Upscale Avenues,2,Enterprising Professionals,9,Suburban Periphery,Upscale Avenues,Enterprising Professionals
240276069072,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240276069073,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240299501001,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240299501002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240299501003,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240299501004,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240299502001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240299502002,MD,Rural,6,Cozy Country Living,6,Rural Resort Dwellers,25,Rural,Cozy Country Living,Rural Resort Dwellers
240299502003,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240299502004,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240299502005,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240299503001,MD,Semirural,5,Hometown,12,Small Town Simplicity,58,Semirural,Hometown,Small Town Simplicity
240299503002,MD,Metro Cities,3,Senior Styles,9,Retirement Communities,44,Metro Cities,Senior Styles,Retirement Communities
240299503003,MD,Metro Cities,3,Scholars and Patriots,14,College Towns,66,Metro Cities,Scholars and Patriots,College Towns
240299503004,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240299504001,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
